"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"04.10.2022 07:51:00 - 07:52:00","44838.1194444444","21 339 876 KByte","21852032710.1036","2 914 090 kbit/s","364261255.3776","20 549 362 KByte","21042546632.2123","2 806 141 kbit/s","350767571.7988","790 514 KByte","809486077.8913","107 949 kbit/s","13493683.5788","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:52:00 - 07:53:00","44838.1201388889","22 535 886 KByte","23076747307.5539","3 076 900 kbit/s","384612455.1259","21 693 288 KByte","22213926530.4787","2 961 857 kbit/s","370232108.8413","842 598 KByte","862820777.0752","115 043 kbit/s","14380346.2846","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:53:00 - 07:54:00","44838.1208333333","22 410 179 KByte","22948022836.5462","3 060 246 kbit/s","382530802.4095","21 563 120 KByte","22080634967.3416","2 944 575 kbit/s","368071928.1104","847 058 KByte","867387869.2047","115 671 kbit/s","14458874.2991","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:54:00 - 07:55:00","44838.1215277778","22 379 425 KByte","22916531347.7714","3 055 538 kbit/s","381942189.1295","21 528 768 KByte","22045458881.3565","2 939 395 kbit/s","367424314.6893","850 657 KByte","871072466.4149","116 143 kbit/s","14517874.4402","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:55:00 - 07:56:00","44838.1222222222","22 481 168 KByte","23020715645.4172","3 069 940 kbit/s","383742551.1822","21 628 800 KByte","22147891046.2134","2 953 544 kbit/s","369193049.6118","852 368 KByte","872824599.2039","116 396 kbit/s","14549501.5703","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:56:00 - 07:57:00","44838.1229166667","22 908 221 KByte","23458018755.5143","3 127 736 kbit/s","390966979.2586","22 044 628 KByte","22573699255.3495","3 009 827 kbit/s","376228320.9225","863 593 KByte","884319500.1647","117 909 kbit/s","14738658.3361","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:57:00 - 07:58:00","44838.1236111111","22 071 172 KByte","22600880077.9902","3 013 953 kbit/s","376744125.3207","21 244 700 KByte","21754572998.3714","2 901 093 kbit/s","362636656.0822","826 472 KByte","846307079.6189","112 860 kbit/s","14107469.2385","0 %","0.0000","100 %","0000009998"
"04.10.2022 07:58:00 - 07:59:00","44838.1243055556","22 264 787 KByte","22799142129.1731","3 039 886 kbit/s","379985702.1529","21 428 668 KByte","21942956487.1379","2 925 728 kbit/s","365715941.4523","836 119 KByte","856185642.0352","114 158 kbit/s","14269760.7006","0 %","0.0000","100 %","0000010000"
"04.10.2022 07:59:00 - 08:00:00","44838.1250000000","22 969 138 KByte","23520397724.7617","3 136 053 kbit/s","392006628.7460","22 102 245 KByte","22632698780.1781","3 017 693 kbit/s","377211646.3363","866 894 KByte","887698944.5836","118 360 kbit/s","14794982.4097","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:00:00 - 08:01:00","44838.1256944444","23 039 041 KByte","23591977666.4502","3 146 121 kbit/s","393265171.9695","22 171 255 KByte","22703365208.9284","3 027 620 kbit/s","378452495.5647","867 786 KByte","888612457.5218","118 501 kbit/s","14812676.4048","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:01:00 - 08:02:00","44838.1263888889","23 214 070 KByte","23771207272.5848","3 169 494 kbit/s","396186787.8764","22 349 291 KByte","22885673817.0316","3 051 423 kbit/s","381427896.9505","864 779 KByte","885533455.5532","118 071 kbit/s","14758890.9259","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:02:00 - 08:03:00","44838.1270833333","23 574 008 KByte","24139783704.9488","3 218 638 kbit/s","402329728.4158","22 698 272 KByte","23243030322.9926","3 099 071 kbit/s","387383838.7165","875 736 KByte","896753381.9562","119 567 kbit/s","14945889.6993","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:03:00 - 08:04:00","44838.1277777778","23 573 085 KByte","24138838719.6348","3 218 512 kbit/s","402313978.6606","22 686 797 KByte","23231279686.1947","3 097 504 kbit/s","387187994.7699","886 288 KByte","907559033.4402","121 008 kbit/s","15125983.8907","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:04:00 - 08:05:00","44838.1284722222","22 262 077 KByte","22796366490.0178","3 040 022 kbit/s","380002775.2962","21 421 635 KByte","21935754530.3418","2 925 255 kbit/s","365656851.6476","840 441 KByte","860611959.6760","114 767 kbit/s","14345923.6485","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:05:00 - 08:06:00","44838.1291666667","22 367 519 KByte","22904339879.1819","3 053 912 kbit/s","381738997.9864","21 522 658 KByte","22039201467.2455","2 938 560 kbit/s","367320024.4541","844 862 KByte","865138411.9363","115 352 kbit/s","14418973.5323","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:06:00 - 08:07:00","44838.1298611111","23 330 336 KByte","23890263868.3197","3 185 899 kbit/s","398237437.3782","22 450 465 KByte","22989275998.3305","3 065 748 kbit/s","383218469.7171","879 871 KByte","900987869.9893","120 152 kbit/s","15018967.6611","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:07:00 - 08:08:00","44838.1305555556","23 307 626 KByte","23867008802.2609","3 182 798 kbit/s","397849788.3357","22 427 269 KByte","22965523889.3166","3 062 580 kbit/s","382822535.2445","880 356 KByte","901484912.9443","120 218 kbit/s","15027253.0913","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:08:00 - 08:09:00","44838.1312500000","22 654 164 KByte","23197863976.1315","3 093 049 kbit/s","386631066.2689","21 793 796 KByte","22316846766.5974","2 975 580 kbit/s","371947446.1100","860 368 KByte","881017209.5341","117 469 kbit/s","14683620.1589","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:09:00 - 08:10:00","44838.1319444444","22 812 637 KByte","23360140663.2762","3 114 685 kbit/s","389335677.7213","21 952 633 KByte","22479496589.9194","2 997 266 kbit/s","374658276.4987","860 004 KByte","880644073.3568","117 419 kbit/s","14677401.2226","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:10:00 - 08:11:00","44838.1326388889","23 085 621 KByte","23639675656.7675","3 152 482 kbit/s","394060270.9913","22 219 107 KByte","22752365221.4286","3 034 154 kbit/s","379269298.5736","866 514 KByte","887310435.3389","118 328 kbit/s","14790972.4177","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:11:00 - 08:12:00","44838.1333333333","21 973 603 KByte","22500969583.3670","3 000 129 kbit/s","375016159.7228","21 146 693 KByte","21654213693.9630","2 887 228 kbit/s","360903561.5660","826 910 KByte","846755889.4040","112 901 kbit/s","14112598.1567","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:12:00 - 08:13:00","44838.1340277778","22 499 819 KByte","23039814343.9858","3 072 487 kbit/s","384060915.8857","21 652 753 KByte","22172419075.7898","2 956 815 kbit/s","369601918.2495","847 066 KByte","867395268.1960","115 672 kbit/s","14458997.6362","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:13:00 - 08:14:00","44838.1347222222","24 091 918 KByte","24670124472.0130","3 289 350 kbit/s","411168741.2002","23 192 681 KByte","23749305810.8321","3 166 574 kbit/s","395821763.5139","899 237 KByte","920818661.1809","122 776 kbit/s","15346977.6863","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:14:00 - 08:15:00","44838.1354166667","24 288 436 KByte","24871358900.7846","3 316 734 kbit/s","414591746.9709","23 378 236 KByte","23939313323.1033","3 192 441 kbit/s","399055064.5625","910 201 KByte","932045577.6813","124 293 kbit/s","15536682.4084","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:15:00 - 08:16:00","44838.1361111111","24 205 036 KByte","24785956735.3756","3 305 345 kbit/s","413168140.2796","23 296 398 KByte","23855511246.0107","3 181 265 kbit/s","397658130.4553","908 638 KByte","930445489.3648","124 080 kbit/s","15510009.8244","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:16:00 - 08:17:00","44838.1368055556","23 869 894 KByte","24442771162.1630","3 259 036 kbit/s","407379519.3694","22 979 268 KByte","23530770106.8000","3 137 436 kbit/s","392179501.7800","890 626 KByte","912001055.3630","121 600 kbit/s","15200017.5894","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:17:00 - 08:18:00","44838.1375000000","23 798 837 KByte","24370009376.3201","3 249 335 kbit/s","406166822.9387","22 915 025 KByte","23464985757.3148","3 128 665 kbit/s","391083095.9552","883 812 KByte","905023619.0053","120 670 kbit/s","15083726.9834","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:18:00 - 08:19:00","44838.1381944444","23 543 922 KByte","24108976031.3241","3 214 530 kbit/s","401816267.1887","22 672 066 KByte","23216195675.1876","3 095 493 kbit/s","386936594.5865","871 856 KByte","892780356.1366","119 037 kbit/s","14879672.6023","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:19:00 - 08:20:00","44838.1388888889","24 344 540 KByte","24928809154.3303","3 324 395 kbit/s","415549410.8073","23 438 815 KByte","24001346656.7311","3 200 713 kbit/s","400089125.7998","905 725 KByte","927462497.5992","123 682 kbit/s","15460285.0075","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:20:00 - 08:21:00","44838.1395833333","25 228 724 KByte","25834213060.3708","3 444 562 kbit/s","430570217.6728","24 290 961 KByte","24873943944.6616","3 316 526 kbit/s","414565732.4110","937 763 KByte","960269115.7093","128 036 kbit/s","16004485.2618","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:21:00 - 08:22:00","44838.1402777778","25 743 689 KByte","26361537323.3657","3 514 872 kbit/s","439358955.3894","24 792 154 KByte","25387165908.0448","3 384 955 kbit/s","423119431.8007","951 535 KByte","974371415.3208","129 916 kbit/s","16239523.5887","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:22:00 - 08:23:00","44838.1409722222","25 639 594 KByte","26254943759.9695","3 500 659 kbit/s","437582395.9995","24 692 713 KByte","25285338460.0857","3 371 378 kbit/s","421422307.6681","946 880 KByte","969605299.8838","129 281 kbit/s","16160088.3314","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:23:00 - 08:24:00","44838.1416666667","25 559 879 KByte","26173316291.3817","3 489 776 kbit/s","436221938.1897","24 612 835 KByte","25203543168.7620","3 360 472 kbit/s","420059052.8127","947 044 KByte","969773122.6197","129 303 kbit/s","16162885.3770","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:24:00 - 08:25:00","44838.1423611111","26 143 206 KByte","26770643307.8670","3 570 014 kbit/s","446251763.7584","25 178 580 KByte","25782865485.4394","3 438 288 kbit/s","429786055.7666","964 627 KByte","987777822.4276","131 726 kbit/s","16465707.9918","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:25:00 - 08:26:00","44838.1430555556","24 875 249 KByte","25472255113.0090","3 396 301 kbit/s","424537585.2168","23 956 995 KByte","24531962626.2722","3 270 928 kbit/s","408866043.7712","918 254 KByte","940292486.7368","125 372 kbit/s","15671541.4456","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:26:00 - 08:27:00","44838.1437500000","25 130 202 KByte","25733327145.0798","3 431 682 kbit/s","428960279.1312","24 197 272 KByte","24778006082.7118","3 304 285 kbit/s","413035607.3131","932 931 KByte","955321062.3680","127 397 kbit/s","15924671.8181","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:27:00 - 08:28:00","44838.1444444444","25 712 082 KByte","26329172091.6170","3 510 556 kbit/s","438819534.8603","24 758 360 KByte","25352560476.1200","3 380 341 kbit/s","422542674.6020","953 722 KByte","976611615.4970","130 215 kbit/s","16276860.2583","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:28:00 - 08:29:00","44838.1451388889","25 612 839 KByte","26227547315.0724","3 497 589 kbit/s","437198655.0270","24 656 606 KByte","25248364812.5587","3 367 010 kbit/s","420876226.2470","956 233 KByte","979182502.5137","130 579 kbit/s","16322428.7800","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:29:00 - 08:30:00","44838.1458333333","25 620 597 KByte","26235490883.1758","3 498 065 kbit/s","437258181.3863","24 662 501 KByte","25254400764.8616","3 367 253 kbit/s","420906679.4144","958 096 KByte","981090118.3142","130 812 kbit/s","16351501.9719","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:30:00 - 08:31:00","44838.1465277778","25 413 232 KByte","26023149481.5698","3 470 332 kbit/s","433791456.6023","24 462 772 KByte","25049878076.1297","3 340 541 kbit/s","417567562.5292","950 460 KByte","973271405.4402","129 791 kbit/s","16223894.0730","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:31:00 - 08:32:00","44838.1472222222","25 575 322 KByte","26189129263.2715","3 491 884 kbit/s","436485487.7212","24 624 764 KByte","25215758019.5711","3 362 101 kbit/s","420262633.6595","950 558 KByte","973371243.7003","129 783 kbit/s","16222854.0617","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:32:00 - 08:33:00","44838.1479166667","26 033 797 KByte","26658607961.7295","3 555 074 kbit/s","444384196.7283","25 076 715 KByte","25678556116.9609","3 424 378 kbit/s","428047276.4954","957 082 KByte","980051844.7687","130 695 kbit/s","16336920.2329","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:33:00 - 08:34:00","44838.1486111111","24 489 979 KByte","25077738058.2863","3 343 698 kbit/s","417962300.9714","23 579 476 KByte","24145383171.9496","3 219 384 kbit/s","402423052.8658","910 503 KByte","932354886.3367","124 314 kbit/s","15539248.1056","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:34:00 - 08:35:00","44838.1493055556","24 942 210 KByte","25540822855.0567","3 406 011 kbit/s","425751339.4742","24 012 828 KByte","24589135993.8044","3 279 098 kbit/s","409887247.7714","929 382 KByte","951686861.2523","126 913 kbit/s","15864091.7028","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:35:00 - 08:36:00","44838.1500000000","25 852 713 KByte","26473177697.9360","3 529 757 kbit/s","441219628.2989","24 893 127 KByte","25490562449.1648","3 398 742 kbit/s","424842707.4861","959 585 KByte","982615248.7712","131 015 kbit/s","16376920.8129","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:36:00 - 08:37:00","44838.1506944444","25 592 958 KByte","26207188604.1437","3 494 874 kbit/s","436859286.6168","24 642 492 KByte","25233912143.1724","3 365 082 kbit/s","420635308.2709","950 465 KByte","973276460.9713","129 792 kbit/s","16223978.3459","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:37:00 - 08:38:00","44838.1513888889","25 520 046 KByte","26132526662.0778","3 484 918 kbit/s","435614713.4869","24 570 938 KByte","25160640745.5413","3 355 311 kbit/s","419413914.7448","949 107 KByte","971885916.5366","129 606 kbit/s","16200798.7421","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:38:00 - 08:39:00","44838.1520833333","25 561 089 KByte","26174555329.0090","3 489 941 kbit/s","436242588.8168","24 610 111 KByte","25200754055.7773","3 360 101 kbit/s","420012567.5963","950 978 KByte","973801273.2318","129 840 kbit/s","16230021.2205","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:39:00 - 08:40:00","44838.1527777778","26 307 784 KByte","26939170660.5617","3 592 488 kbit/s","449061021.1796","25 330 204 KByte","25938128958.7747","3 458 994 kbit/s","432374211.6815","977 580 KByte","1001041701.7870","133 494 kbit/s","16686809.4980","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:40:00 - 08:41:00","44838.1534722222","25 126 324 KByte","25729355752.2856","3 430 581 kbit/s","428822595.8714","24 189 413 KByte","24769958875.3948","3 302 661 kbit/s","412832647.9232","936 911 KByte","959396876.8908","127 920 kbit/s","15989947.9482","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:41:00 - 08:42:00","44838.1541666667","25 356 553 KByte","25965109803.9235","3 462 592 kbit/s","432823967.3933","24 411 849 KByte","24997733577.7616","3 333 587 kbit/s","416698342.6865","944 703 KByte","967376226.1619","129 005 kbit/s","16125624.7068","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:42:00 - 08:43:00","44838.1548611111","26 106 020 KByte","26732564167.5264","3 564 936 kbit/s","445617005.6264","25 137 617 KByte","25740920210.4944","3 432 695 kbit/s","429086851.3168","968 402 KByte","991643957.0320","132 241 kbit/s","16530154.3096","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:43:00 - 08:44:00","44838.1555555556","25 406 623 KByte","26016382000.4060","3 468 851 kbit/s","433606366.6734","24 464 011 KByte","25051147513.2314","3 340 153 kbit/s","417519125.2205","942 612 KByte","965234487.1746","128 698 kbit/s","16087241.4529","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:44:00 - 08:45:00","44838.1562500000","25 317 653 KByte","25925276601.6340","3 456 704 kbit/s","432087943.3606","24 381 504 KByte","24966660057.5968","3 328 888 kbit/s","416111000.9599","936 149 KByte","958616544.0372","127 816 kbit/s","15976942.4006","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:45:00 - 08:46:00","44838.1569444444","25 808 641 KByte","26428048613.2839","3 524 327 kbit/s","440540900.3715","24 858 464 KByte","25455067029.0529","3 394 575 kbit/s","424321837.4571","950 177 KByte","972981584.2310","129 753 kbit/s","16219062.9143","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:46:00 - 08:47:00","44838.1576388889","25 970 684 KByte","26593980489.4699","3 545 864 kbit/s","443233008.1578","25 013 807 KByte","25614138210.2251","3 415 218 kbit/s","426902303.5038","956 877 KByte","979842279.2448","130 646 kbit/s","16330704.6541","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:47:00 - 08:48:00","44838.1583333333","24 899 208 KByte","25496789394.8192","3 399 572 kbit/s","424946489.9137","23 985 139 KByte","24560782794.1358","3 274 771 kbit/s","409346379.9023","914 069 KByte","936006600.6833","124 801 kbit/s","15600110.0114","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:48:00 - 08:49:00","44838.1590277778","25 387 562 KByte","25996863796.4113","3 466 826 kbit/s","433353288.8217","24 459 479 KByte","25046506401.1548","3 340 091 kbit/s","417511358.5790","928 083 KByte","950357395.2565","126 735 kbit/s","15841930.2426","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:49:00 - 08:50:00","44838.1597222222","25 678 289 KByte","26294567845.2318","3 505 942 kbit/s","438242797.4205","24 734 530 KByte","25328158778.9496","3 377 088 kbit/s","422135979.6492","943 759 KByte","966409066.2822","128 855 kbit/s","16106817.7714","0 %","0.0000","100 %","0000010000"
"04.10.2022 08:50:00 - 08:51:00","44838.1604166667","25 586 496 KByte","26200572015.5152","3 493 992 kbit/s","436748991.7572","24 640 209 KByte","25231573974.0244","3 364 771 kbit/s","420596332.2891","946 287 KByte","968998041.4908","129 221 kbit/s","16152659.4681","0 %","0.0000","100 %","0000009998"
"04.10.2022 08:51:00 - 08:52:00","44838.1611111111","25 718 286 KByte","26335524509.4171","3 511 989 kbit/s","438998574.9194","24 769 618 KByte","25364089136.6999","3 382 442 kbit/s","422805286.4927","948 667 KByte","971435372.7173","129 546 kbit/s","16193288.4267","0 %","0.0000","100 %","0000009998"
